state_ab,prop_boosted,mandate_type,prop_vacc_center
mt,0.549987135832287,ban,0.152385722537806
nc,0.313669048230399,mandate,0.177776225784951
nd,0.525065522533604,ban,0.155848294612771
nh,0.226971230217725,ban,0.195885252474157
nj,0.516638079601472,mandate,0.202484343468948
nm,0.539618971410336,mandate,0.183761528700703
nv,0.453288235843663,mandate,0.174562177443924
ny,0.51903200914345,mandate,0.217792120258355
ok,0.465632310494932,ban,0.164940049867136
or,0.58299253822217,mandate,0.195961047504392
pa,0.488204148977779,mandate,0.190993378526649
sc,0.485599147927013,ban,0.16793319069019
sd,0.477581710869876,ban,0.161053280366233
tn,0.530575299642248,ban,0.160836224232343
tx,0.4448835586327,ban,0.180378930041566
ut,0.497848008392217,ban,0.193151821601754
va,0.546284760369341,mandate,0.211982077047757
vt,0.676376303627079,mandate,0.222323269914993
wa,0.564387175556982,mandate,0.201253774518044
wi,0.636377391693124,mandate,0.176984264446227
wy,0.537338896335692,ban,0.150533768219147
ak,0.517199368071606,ban,0.173999338913514
al,0.451213144022382,ban,0.154068622008258
ar,0.483426552399368,ban,0.167285991200964
az,0.481377346672578,ban,0.182994100704993
ca,0.587449326167193,mandate,0.217226601853172
co,0.593792059778371,mandate,0.204497416637298
ct,0.566494437587709,mandate,0.218157262560139
de,0.521696727937516,mandate,0.196296585147746
fl,0.474312127851891,ban,0.201892409055195
ga,0.444884149554657,ban,0.166225087978884
ia,0.601528772379534,ban,0.16721535083061
id,0.544063224554541,ban,0.165028602355915
il,0.633172516422095,mandate,0.209789144687337
in,0.504241543724647,ban,0.149994706676284
ks,0.504426871364414,ban,0.177372543673851
ma,0.566516096348463,mandate,0.217400455467603
md,0.568462843910523,mandate,0.212251914097782
mi,0.578537772084801,ban,0.161808337385865
mn,0.668832123133799,mandate,0.195407156519181
mo,0.491522899262859,ban,0.163025778630836
mt,0.55242937088621,ban,0.154218763254843
nc,0.315195288999815,mandate,0.180667391435658
nd,0.524139562206564,ban,0.157153473632064
nh,0.233342132916376,ban,0.198968309164797
nj,0.523926666011561,mandate,0.207601751385087
nm,0.541878868991672,mandate,0.187198565010125
nv,0.454168113753768,mandate,0.177999411739167
ny,0.52564148634877,mandate,0.221941573733098
ok,0.460246385399223,ban,0.167085494193159
or,0.590392436660925,mandate,0.198324301998742
pa,0.490089283998217,mandate,0.194625799924842
sc,0.485352307457911,ban,0.170305237336795
sd,0.479857927669249,ban,0.164060529504216
tn,0.529427702025247,ban,0.162790689970227
tx,0.443930717367301,ban,0.183525291228799
ut,0.531108413293792,ban,0.204165644739922
va,0.554633292031743,mandate,0.215975390426358
vt,0.679958501908037,mandate,0.224577387895534
wa,0.573350725311181,mandate,0.204268682642189
wi,0.639610676298128,mandate,0.180102208961774
wy,0.536843508518528,ban,0.152519425817779
ak,0.519258839312371,ban,0.178590731109881
al,0.439223930361965,ban,0.156102773148579
ar,0.473733818019831,ban,0.169623867780586
az,0.481436023707325,ban,0.186300379182278
ca,0.589880381147834,mandate,0.22083252299651
co,0.595726516992424,mandate,0.207221783359604
ct,0.569730819776135,mandate,0.221375242967727
de,0.523108889524653,mandate,0.199634567113898
fl,0.467913273869036,ban,0.204010494216481
ga,0.441234795304267,ban,0.167816614503784
ia,0.600908474534778,ban,0.169160490808371
id,0.543240765382484,ban,0.16734510054269
il,0.634574023163718,mandate,0.213053867387552
in,0.504582127946597,ban,0.152476627443119
ks,0.503044231482775,ban,0.180270940768743
ma,0.57015421971484,mandate,0.221058616926489
md,0.572453158874913,mandate,0.216019695316567
mi,0.58663606665152,ban,0.164624970367072
mn,0.66948941852415,mandate,0.198405019254915
mo,0.489105124521282,ban,0.165137842835248
mt,0.553494591601585,ban,0.155946659744435
nc,0.314826601130456,mandate,0.182921190768942
nd,0.520832249371603,ban,0.158465437088519
nh,0.238350956619027,ban,0.201773228076019
nj,0.527330217306045,mandate,0.211079892136543
nm,0.543265241774751,mandate,0.190974676899399
nv,0.453169538244885,mandate,0.181411476123705
ny,0.530730256801867,mandate,0.225478611043439
ok,0.453933710822439,ban,0.169864303183994
or,0.593903353042268,mandate,0.200554687485413
pa,0.489934085964194,mandate,0.197768048402906
sc,0.481346472313844,ban,0.172355086655678
sd,0.478893842934762,ban,0.166624545726122
tn,0.527401479982718,ban,0.164911271549312
tx,0.441727706109686,ban,0.186662609120038
ut,0.555806648519621,ban,0.213815222895097
va,0.563608390775095,mandate,0.220995172781965
vt,0.682296472135398,mandate,0.226739981621812
wa,0.578098511949832,mandate,0.208574894372633
wi,0.639496334162448,mandate,0.182709488683772
wy,0.534921324528923,ban,0.154968931842732
ak,0.517042262694684,ban,0.183881224175652
al,0.432706078034938,ban,0.157949491567566
ar,0.466486619388673,ban,0.171518494649148
az,0.477499190868823,ban,0.189140501838629
ca,0.591316369098931,mandate,0.224255189282175
co,0.596073235474909,mandate,0.209466983391531
ct,0.572149803936736,mandate,0.223827939325263
de,0.524411665721629,mandate,0.202869224749595
fl,0.463501572629402,ban,0.205881516534725
ga,0.438762281817149,ban,0.169258427804325
ia,0.599731923646441,ban,0.17078909776351
id,0.541222809868411,ban,0.16954275216566
il,0.634583613295402,mandate,0.216072245990711
in,0.504885282542733,ban,0.154114125028315
ks,0.501082180467992,ban,0.18239662323365
ma,0.572689753221674,mandate,0.223693234498381
md,0.573884162618649,mandate,0.219182072832053
mi,0.592967130521117,ban,0.166813687654559
mn,0.667834646444045,mandate,0.20069784563833
mo,0.4868553774723,ban,0.166875989720045
mt,0.551497569102605,ban,0.157622379399356
nc,0.313424130870044,mandate,0.184976415243238
nd,0.516272374126852,ban,0.159533527533501
nh,0.241134151192629,ban,0.198992472514015
nj,0.530900522992866,mandate,0.213738506959942
nm,0.543606909574096,mandate,0.193876991154321
nv,0.451643437716927,mandate,0.18430049411895
ny,0.536362186154676,mandate,0.228314065142629
ok,0.449313086840267,ban,0.172020716113076
or,0.594641995784965,mandate,0.20235693201078
pa,0.489707637883568,mandate,0.20009093958265
sc,0.477912638273154,ban,0.175130354438248
sd,0.477625650345583,ban,0.168684749033242
tn,0.526828886829344,ban,0.167436331558555
tx,0.439604555482226,ban,0.189308412845665
ut,0.555787270155377,ban,0.21619071998452
va,0.562556906888705,mandate,0.223626017784951
vt,0.683429505870672,mandate,0.228239913089694
wa,0.580767112519529,mandate,0.212978071140062
wi,0.638021067651649,mandate,0.184528738070517
wy,0.529606281326757,ban,0.156686632155043
ak,0.515601929996425,ban,0.185447724368398
al,0.425145060177907,ban,0.159304710893563
ar,0.459948114260452,ban,0.172714803988111
az,0.477845376460065,ban,0.191534044981235
ca,0.592959128947331,mandate,0.226601233730642
co,0.594969610474711,mandate,0.2110599664474
ct,0.572703945350383,mandate,0.225555285697176
de,0.524190735423272,mandate,0.205272236971305
fl,0.457855932224444,ban,0.207558027189962
ga,0.434902196779282,ban,0.17092133016895
ia,0.59730041053357,ban,0.172184681964406
id,0.537792352461021,ban,0.17140188527552
il,0.634419776303374,mandate,0.218650686192605
in,0.504633630578108,ban,0.155542711615199
ks,0.498901228124897,ban,0.184686855840642
ma,0.574513586383684,mandate,0.225132227305835
md,0.575238578925875,mandate,0.221820682944667
mi,0.600811888381909,ban,0.168735398302518
mn,0.667359560061571,mandate,0.203285223657627
mo,0.484379011679914,ban,0.168310058963359
mt,0.546959138780067,ban,0.159015738052509
nc,0.311425128428785,mandate,0.186594353547121
nd,0.510920363172885,ban,0.160374431015164
nh,0.254430140501125,ban,0.192874167304366
nj,0.534151501271293,mandate,0.216003260895005
nm,0.543152724920651,mandate,0.196263068573384
nv,0.449596963107108,mandate,0.186117191092275
ny,0.536789999078535,mandate,0.230478917141914
ok,0.4429865526617,ban,0.17325616327542
or,0.594354735197498,mandate,0.203978803739626
pa,0.489099163909712,mandate,0.202590607234094
sc,0.474365614083754,ban,0.177350010456874
sd,0.476117919055889,ban,0.170673738618476
tn,0.520222113502514,ban,0.16893395806168
tx,0.435855741869541,ban,0.191901069439343
ut,0.552348007040996,ban,0.217498286992036
va,0.560484986426498,mandate,0.225561096928194
vt,0.683259971170269,mandate,0.229247124179058
wa,0.580011901365534,mandate,0.215200739685737
wi,0.63728486348222,mandate,0.186510000153297
wy,0.524520189164156,ban,0.158042763485813
ak,0.514820709176312,ban,0.188104853083796
al,0.417674124410164,ban,0.160393282152103
ar,0.455176886258908,ban,0.174026052758787
az,0.477038866362853,ban,0.193440537591359
ca,0.591714578671029,mandate,0.22852693628796
co,0.593471007350198,mandate,0.212507116162718
ct,0.572571776735983,mandate,0.227203833602681
de,0.523922567273297,mandate,0.207462395299967
fl,0.453900812955152,ban,0.208888017101764
ga,0.428863467222442,ban,0.172580044937599
ia,0.594245694321213,ban,0.173338019220558
id,0.533211476860297,ban,0.172522926849913
il,0.633147616569296,mandate,0.220943947478485
in,0.501867107116764,ban,0.156786240490181
ks,0.49748528580212,ban,0.187284550193617
ma,0.574808328730036,mandate,0.226833974688792
md,0.574592307601037,mandate,0.22342621227074
mi,0.606676912114501,ban,0.170655294411064
mn,0.665782547643279,mandate,0.204852610868459
mo,0.481996812019657,ban,0.169701142801587
mt,0.543496679626827,ban,0.160081673892131
nc,0.309962392741184,mandate,0.188025964562742
nd,0.504466569578882,ban,0.160813952525315
nh,0.29238815089946,ban,0.201399785069426
nj,0.533915423940147,mandate,0.217859589855001
nm,0.54053066654558,mandate,0.198094387040375
nv,0.446715866079469,mandate,0.187699904526444
ny,0.533819427697393,mandate,0.232224275984399
ok,0.437837405220911,ban,0.174669814156547
or,0.592447316382677,mandate,0.205226545202497
pa,0.486128854152531,mandate,0.203964541658702
sc,0.468405344304758,ban,0.179802299421323
sd,0.473642993134081,ban,0.172387862571277
tn,0.513716900604128,ban,0.170130897528209
tx,0.430342423796408,ban,0.193455143925762
ut,0.545799186149604,ban,0.218331252369739
va,0.554716758061597,mandate,0.227073069395608
vt,0.684572939292582,mandate,0.231111375493997
wa,0.587922990586098,mandate,0.216884575560306
wi,0.634971600768362,mandate,0.187878600221563
wy,0.519492617781923,ban,0.159124746280578
ak,0.50969203340324,ban,0.189541818008177
al,0.411958387362881,ban,0.161449695278387
ar,0.452270596271236,ban,0.175243661233051
az,0.476519381423823,ban,0.195075059362349
ca,0.589722031015119,mandate,0.230238560288576
co,0.591759883009289,mandate,0.21376921539382
ct,0.573034607645285,mandate,0.228592691238058
de,0.522460908861168,mandate,0.209188459987925
fl,0.450177560101877,ban,0.210001905789665
ga,0.424570571662543,ban,0.174012309452406
ia,0.592178460346656,ban,0.174303783010621
id,0.529061092224554,ban,0.173704556868597
il,0.63126375618346,mandate,0.222346159843375
in,0.500679108719676,ban,0.157900228966833
ks,0.495298799378597,ban,0.188553200668497
ma,0.574610190701316,mandate,0.228124439020426
md,0.573780793158841,mandate,0.224717823426264
mi,0.605751257674537,ban,0.171618545494114
mn,0.664288371321809,mandate,0.205943848825975
mo,0.479130600952831,ban,0.17081247335283
mt,0.541216879564361,ban,0.16096973415901
nc,0.308523085803011,mandate,0.189426552960672
nd,0.498357971905013,ban,0.161209283512333
nh,0.33969915864721,ban,0.201486482751601
nj,0.533249904130259,mandate,0.219309185550109
nm,0.538470155162606,mandate,0.199630616652158
nv,0.44465832575314,mandate,0.188956283396274
ny,0.530423480339077,mandate,0.233619677681735
ok,0.433908328507219,ban,0.176018483280734
or,0.590893743389359,mandate,0.206363601825934
pa,0.483970620113634,mandate,0.205346957838199
sc,0.463423841718807,ban,0.181619766987727
sd,0.471648979739975,ban,0.173747045733774
tn,0.508360733074604,ban,0.171069981220328
tx,0.429274005253152,ban,0.195185035771129
ut,0.543524405279585,ban,0.219901730078614
va,0.551951353943611,mandate,0.228284858567
vt,0.68405999433518,mandate,0.231796252377213
wa,0.600205394804072,mandate,0.218246127832979
wi,0.633093193998479,mandate,0.189056609950373
wy,0.515561107978279,ban,0.160118318029857
ak,0.508073058885077,ban,0.190825872878927
al,0.407591264545208,ban,0.162204060801707
ar,0.449721577790555,ban,0.176271474962674
az,0.476293967280358,ban,0.197236663216437
ca,0.588339462302671,mandate,0.231539251015116
co,0.58981929937302,mandate,0.214835847473522
ct,0.572466985210842,mandate,0.229724037545313
de,0.519615514369638,mandate,0.210448122111592
fl,0.447249090605354,ban,0.211032533722406
ga,0.420990748740291,ban,0.175093829463327
ia,0.5905553114335,ban,0.175126930068892
id,0.524951004709585,ban,0.174632026131225
il,0.630073569458372,mandate,0.223778510168542
in,0.499570161289621,ban,0.158783937437482
ks,0.493057364222346,ban,0.189546531136141
ma,0.574082075610971,mandate,0.228974784357769
md,0.573032541675022,mandate,0.226114752347271
mi,0.604702951385915,ban,0.172415511051193
mn,0.662810910175928,mandate,0.206805173284943
mo,0.476270283627681,ban,0.171700892548542
mt,0.539453533016238,ban,0.161984942520479
nc,0.305110675352086,mandate,0.190367070601306
nd,0.49273751085301,ban,0.161606814857349
nh,0.352613120582259,ban,0.189396926534843
nj,0.532307458078699,mandate,0.220556083607254
nm,0.537038802503996,mandate,0.200945900676191
nv,0.44291280262655,mandate,0.189964092142499
ny,0.527767783789693,mandate,0.234895815183357
ok,0.430897437858371,ban,0.177132445948011
or,0.588538260540237,mandate,0.207322881672543
pa,0.482054569516649,mandate,0.206557838215791
sc,0.458127186860251,ban,0.182434163715515
sd,0.471118325050031,ban,0.174842480338069
tn,0.50402835621927,ban,0.171880984555049
tx,0.428077162486337,ban,0.196780449638794
ut,0.538627054040767,ban,0.221148558207936
va,0.54963268259962,mandate,0.229373161628692
vt,0.682598945386658,mandate,0.232258760865977
wa,0.596594884410351,mandate,0.219461194301215
wi,0.630494560058885,mandate,0.189888342992232
wy,0.511708435625759,ban,0.161126748778376
ak,0.507939632870129,ban,0.192122394301821
al,0.404810268865093,ban,0.162883134782841
ar,0.448088150309299,ban,0.176993036537478
az,0.476077052864464,ban,0.199015270603488
ca,0.586899203379529,mandate,0.232597666238858
co,0.587990196279915,mandate,0.215769141264758
ct,0.573001519948745,mandate,0.230891118501487
de,0.517296910309529,mandate,0.211638949450863
fl,0.44506597211813,ban,0.211992695450838
ga,0.417710551394897,ban,0.176041893190963
ia,0.589535800851752,ban,0.175920300007335
id,0.521839738709112,ban,0.175598178785209
il,0.629983012381141,mandate,0.225086684961486
in,0.499167062115357,ban,0.159606928451804
ks,0.49076450940899,ban,0.190418783041794
ma,0.573489359985857,mandate,0.229877579003648
md,0.574359349524002,mandate,0.22898939081178
mi,0.606111248949171,ban,0.173238291266652
mn,0.661194137777481,mandate,0.207654481358967
mo,0.475031306582762,ban,0.172418205693342
mt,0.537361941477424,ban,0.162811471015158
nc,0.302669590672799,mandate,0.191470665672478
nd,0.488327549874029,ban,0.161950987520908
nh,0.403815645040396,ban,0.19425614495109
nj,0.531941530809787,mandate,0.221686930346032
nm,0.53664322421601,mandate,0.20225929569978
nv,0.441288372994627,mandate,0.190883461092806
ny,0.526601673061653,mandate,0.236008532803653
ok,0.428711187460758,ban,0.178210039036723
or,0.586676486555206,mandate,0.208085942888169
pa,0.479796436108184,mandate,0.207679429445744
sc,0.453751517463761,ban,0.183099798163612
sd,0.470992400740214,ban,0.175964177016272
tn,0.500463644241944,ban,0.172732462605681
tx,0.427875438270449,ban,0.198298645032169
ut,0.535145338018268,ban,0.222499965498489
va,0.5473515644635,mandate,0.230392993703141
vt,0.680218434752723,mandate,0.23307537047438
wa,0.593956201290372,mandate,0.220574697772776
wi,0.628192252118133,mandate,0.190768578039591
wy,0.508124761831515,ban,0.162049740281256
ak,0.506427684834691,ban,0.193512025286033
al,0.403535676726658,ban,0.163805598341437
ar,0.445920964482159,ban,0.177979248169861
az,0.476276860592885,ban,0.200353810595307
ca,0.586674152995062,mandate,0.233930466942334
co,0.586334512655854,mandate,0.216807121324041
ct,0.573751774017013,mandate,0.232669808670514
de,0.516208426077661,mandate,0.213342357826137
fl,0.444549065832268,ban,0.213150592352745
ga,0.417867541562285,ban,0.177306867247339
ia,0.588489464664948,ban,0.17682440500943
id,0.518921416341326,ban,0.176563554664265
il,0.633429028669875,mandate,0.22637157893273
in,0.499606155525262,ban,0.160444614606388
ks,0.489264718372102,ban,0.191529447874939
ma,0.573613446018724,mandate,0.231532648330924
md,0.575327306015887,mandate,0.232895838109142
mi,0.606093689307567,ban,0.174098581414056
mn,0.660336708243027,mandate,0.208594488105165
mo,0.473711640766701,ban,0.173404316881498
mt,0.534675411673392,ban,0.163679635569827
nc,0.302111960263215,mandate,0.194198699154901
nd,0.484474606354554,ban,0.162310012600955
nh,0.453511793873502,ban,0.202238450327498
nj,0.532398570854149,mandate,0.223388006449029
nm,0.533891340848546,mandate,0.203804970313786
nv,0.440202417577885,mandate,0.192062167550817
ny,0.522588909794557,mandate,0.237655199021455
ok,0.426562610300513,ban,0.179764116901753
or,0.585737197011118,mandate,0.209124418192538
pa,0.476391701815475,mandate,0.209342732342175
sc,0.449479249258764,ban,0.183710449180003
sd,0.474687250826207,ban,0.177883080698746
tn,0.498745388234998,ban,0.173897712726195
tx,0.428608947703643,ban,0.200009793482481
ut,0.534291001851154,ban,0.224200042769171
va,0.545273921042019,mandate,0.231815326608815
vt,0.680531083558467,mandate,0.234428907564695
wa,0.592830489124147,mandate,0.221869116125963
wi,0.62675450684423,mandate,0.191654654657829
wy,0.505407384057326,ban,0.16350765575683
ak,0.504989443403839,ban,0.194518309791842
al,0.402421528834279,ban,0.164808897947779
ar,0.443256863575673,ban,0.179076604287796
az,0.477145165862234,ban,0.201788294468166
ca,0.587807327941806,mandate,0.236948866197584
co,0.584959820294797,mandate,0.217915519043181
ct,0.573551109889508,mandate,0.234660014682745
de,0.517218407549364,mandate,0.215299747795827
fl,0.444582847464661,ban,0.214368416038912
ga,0.417273673695743,ban,0.178371436829954
ia,0.587083233420691,ban,0.177726763684195
id,0.515220656647329,ban,0.17753467867778
il,0.617751551299992,mandate,0.227594859005163
in,0.499835692367251,ban,0.161173687252929
ks,0.487684260914539,ban,0.192896176847626
ma,0.574089475573105,mandate,0.233533362868928
md,0.575902827652006,mandate,0.236897982576809
mi,0.604958294649012,ban,0.175016880118346
mn,0.659260956341159,mandate,0.209559879464553
mo,0.473256613078515,ban,0.174603846428057
mt,0.532549438859663,ban,0.164447267485976
nc,0.302381701654306,mandate,0.197288083869243
nd,0.482435649901417,ban,0.162682973281658
nh,0.457362081971672,ban,0.202740902803738
nj,0.533312668976699,mandate,0.225000821418167
nm,0.551739145569163,mandate,0.20545656388131
nv,0.438672306974007,mandate,0.193284173617545
ny,0.521063961532889,mandate,0.239474704623029
ok,0.424604854225946,ban,0.18142120582512
or,0.585064214424983,mandate,0.210263059399421
pa,0.475975004161838,mandate,0.211414203212511
sc,0.445992644652482,ban,0.184104571534884
sd,0.47936904651081,ban,0.180207838149159
tn,0.49740653673672,ban,0.175047976039235
tx,0.42861078006027,ban,0.201538071293121
ut,0.531130441830313,ban,0.224849874534269
va,0.543865456779378,mandate,0.233393452940385
vt,0.680938657352922,mandate,0.235678924503346
wa,0.591631955879134,mandate,0.223089373839007
wi,0.626343304686725,mandate,0.19290036358772
wy,0.502802978093613,ban,0.164643378598851
ak,0.505009112689961,ban,0.196085199564341
al,0.402083940748227,ban,0.16618458929431
ar,0.442757244406969,ban,0.180035634618337
az,0.478480864719588,ban,0.203769896175252
ca,0.589030280065689,mandate,0.240085859553537
co,0.584843457932293,mandate,0.21910477583204
ct,0.573452041761747,mandate,0.236446865980017
de,0.518780086892229,mandate,0.217168388515196
fl,0.444998857982873,ban,0.215536653378745
ga,0.417550255011398,ban,0.179459264907428
ia,0.585875222443072,ban,0.178615957737566
id,0.51329805622645,ban,0.17854067988551
il,0.574827100458077,mandate,0.228278900389901
in,0.499971425319104,ban,0.161851347961763
ks,0.487200000661636,ban,0.194479923339267
ma,0.574443433563527,mandate,0.23530353211234
md,0.575592867484421,mandate,0.234209257488831
mi,0.6044492480471,ban,0.17586263977435
mn,0.652065337650987,mandate,0.210486467914233
mo,0.472766310737012,ban,0.175800730004758
mt,0.530503262664696,ban,0.165240592540409
nc,0.302425762156097,mandate,0.199987338981571
nd,0.473225379766706,ban,0.16340799124208
nh,0.470132129994695,ban,0.20243849796974
nj,0.533950668618591,mandate,0.226375858831875
nm,0.561479729657283,mandate,0.207161724104302
nv,0.437738292359868,mandate,0.194655128497698
ny,0.519741172167952,mandate,0.240997114025963
ok,0.423421051648069,ban,0.182885406090741
or,0.584724649940834,mandate,0.211244894274229
pa,0.475122553798161,mandate,0.213232792538464
sc,0.442331583719277,ban,0.184255538733919
sd,0.478063561799417,ban,0.182118363746706
tn,0.496996382605817,ban,0.176288139525666
tx,0.429116059549438,ban,0.202719978613454
ut,0.527548600212049,ban,0.225697948216684
va,0.542532496855804,mandate,0.234769162019359
vt,0.680454568623687,mandate,0.236728565526118
wa,0.591026546016765,mandate,0.224197000079838
wi,0.625654436636296,mandate,0.194134752959105
wy,0.500736800529018,ban,0.165708025894501
ak,0.50462161556244,ban,0.197684229666584
al,0.401370212235068,ban,0.166909099787685
ar,0.442975802256433,ban,0.181161168211484
az,0.478691305655642,ban,0.205160213501997
ca,0.588174360233609,mandate,0.241450777460227
co,0.584223802725602,mandate,0.220140232138229
ct,0.573153208405634,mandate,0.238015149585403
de,0.518960955566879,mandate,0.218636286684738
fl,0.445286047653234,ban,0.216690239001212
ga,0.418614752423213,ban,0.180567230787215
ia,0.585307313872127,ban,0.179515137201045
id,0.511585001547642,ban,0.179491918460899
il,0.573760914945121,mandate,0.229661377575476
in,0.50065564037187,ban,0.162503407967789
ks,0.48642957500228,ban,0.195809599354431
ma,0.574585827097618,mandate,0.236945900619068
md,0.576046959671374,mandate,0.235477372190748
mi,0.603797836636896,ban,0.176688085094572
mn,0.643535818835884,mandate,0.211339481040282
mo,0.471991904964746,ban,0.176761309904795
mt,0.529256805970063,ban,0.166053154508635
nc,0.302379878328983,mandate,0.202410551639521
nd,0.46163123098174,ban,0.164362946613319
nh,0.486175775356454,ban,0.208370029823412
nj,0.534139216522031,mandate,0.227613360207927
nm,0.561386162627039,mandate,0.208885706867447
nv,0.436743315819268,mandate,0.19593373235266
ny,0.518828770173641,mandate,0.242428404593333
ok,0.422224620435266,ban,0.184227544566396
or,0.585034880622554,mandate,0.212237720089532
pa,0.473853026193448,mandate,0.214884614302955
sc,0.439301660555724,ban,0.184435811822947
sd,0.476906959832625,ban,0.184439415505709
tn,0.4931233830881,ban,0.177143276424467
tx,0.431925702510768,ban,0.204065194625322
ut,0.523910724376396,ban,0.226308873913866
va,0.540918092361128,mandate,0.23598260627867
vt,0.679908250738807,mandate,0.237987246168448
wa,0.590129657323964,mandate,0.225229816774926
wi,0.625014966847493,mandate,0.195038136140026
wy,0.498169912125876,ban,0.166848206436294
